Label,Name,Text
2,University of Sydney School of Physics, The School of Physics is a constituent body of the Faculty of Science at the University of Sydney Australia.
8,Ozama River, The Ozama River (Spanish: Rio Ozama) in the Dominican Republic can trace its source to the Loma Siete Cabezas in the Sierra de Yamasá close to Villa Altagracia.The river flows 148 kilometers before emptying into the Caribbean Sea. At the end of the journey it bisects the capital Santo Domingo into eastern and western halves. The three main tributaries of the Ozama are the Isabela River the Sabita River and the Yabacao River.The Ozama's basin is the fourth largest in the Dominican Republic.
5,Hui Liangyu, Hui Liangyu (Chinese: 回良玉; pinyin: Huí Liángyù) : born October 1944 in Yushu Changchun Jilin) is the Vice Premier of the People's Republic of China in charge of agriculture in China.
8,Rihpojávri, Rihpojávri is a lake which lies in the municipality of Storfjord in Troms county Norway just to the south of European route E8. The lake is a reservoir that has a dam on the north end. The water leaving the lake flows into the Rihpojohka river which then flows into the Skibotnelva.
5,Jaap de Hoop Scheffer, Jakob Gijsbert Jaap de Hoop Scheffer ([ˈjaːp də ˈɦoːp ˈsxɛfər] ; born April 3 1948) is a retired Dutch politician of the Christian Democratic Appeal (CDA).
1,RTÉ Commercial Enterprises, Raidió Teilifís Éireann Commercial Enterprises (RTÉ CEL) is the commercial arm of Ireland's public service broadcaster RTÉ or Raidió Teilifís Éireann. RTÉ CEL is run independently from RTÉ as a whole owned subsidiary of the company. In 1999 it divested RTÉ of its 40% share of Cablelink. During the 1990s it had great success with Riverdance. It owns and publishes The RTÉ Guide www.rte.ie and numerous spin off publications from RTÉ shows. It had an interest in Tara TV.
1,U.S. Ordnance, U.S. Ordnance–Defense Systems and Manufacturing–often referred to as USORD is a firearms manufacturer located in McCarran Nevada 20 minutes outside Reno Nevada. Since 1997 the Nevada corporation has designed developed and manufactured military small arms machine guns and replacement parts.U.S. Ordnance specializes in producing new enhanced versions of the mature combat-proven Mk43/M60E4 and M2 making and testing them according to U.S. military technical specifications and instructions.
13,The German Friend, The German Friend is an Argentine 2012 film directed by Jeanine Meerapfel and starring Argentine actress Celeste Cid and German actor Max Riemelt. The film premiered on September 18 2012 at the Argentine GFF (German Film Festival) in Buenos Aires. It tells the story of Sulamit daughter of Jewish German immigrants and Friedrich son of Nazi German immigrants; they meet when teenagers in the Buenos Aires of the 50s.
13,Nearly a Nasty Accident, Nearly a Nasty Accident is a 1961 British comedy film directed by Don Chaffey and starring Jimmy Edwards Kenneth Connor Shirley Eaton and Eric Barker.A mechanically-minded but accident-prone aircraftman (Kenneth Connor) creates chaos and arouses the anger of a promotion-seeking Group Captain (Jimmy Edwards).
9,Ab Barik Khuzestan, Ab Barik (Persian: اب باريك‎ also Romanized as Āb Bārīk and Āb-e Bārīk; also known as Bārīkābād) is a village in Tolbozan Rural District Golgir District Masjed Soleyman County Khuzestan Province Iran. At the 2006 census its population was 70 in 14 families.
4,Red Smith (catcher), Willard Jehu Red Smith (April 11 1892 – July 17 1972) was a professional baseball player. He was a catcher over parts of two seasons (1917–18) with the Pittsburgh Pirates. For his career he compiled a .156 batting average in 45 at-bats with five runs batted in. He was born in Logansport Indiana and died in Noblesville Indiana at the age of 80.
7,Confederate Monument in Glasgow, The Confederate Monument in Glasgow Kentucky built in 1905 by the Kentucky Women's Monumental Association and former Confederate soldier John A. Murray commemorates those who gave their lives in service for the Confederate States of America. It is located on the side of Glasgow's courthouse. The Confederate soldier made of bronze is at parade rest and features details such as a bedroll canteen kepi hat and rifle. It stands on a limestone pedestal.Glasgow saw much action in 1862.
9,Deh-e Bonar-e Yusefi, Deh-e Bonar-e Yusefi (Persian: ده بناريوسفي‎ also Romanized as Deh-e Bonār-e Yūsefī; also known as Deh-e Bonār) is a village in Sar Asiab-e Yusefi Rural District Bahmai-ye Garmsiri District Bahmai County Kohgiluyeh and Boyer-Ahmad Province Iran. At the 2006 census its population was 282 in 53 families.
7,Benewah Milk Bottle, The Benewah Milk Bottle is a landmark in Spokane Washington. Listed on the National Register of Historic Places there are two constructed milk bottle-shaped buildings in the Spokane area which accompanied a successful dairy operation's stores.
4,Eric Rowan, Eric Alfred Burchell Rowan born on 20 July 1909 and died at Johannesburg on 30 April 1993 was a cricketer who played for Transvaal Eastern Province and South Africa.An opening batsman Rowan was a dominant personality in South African cricket for more than 20 years on either side of the Second World War. He sometimes batted without gloves and allegedly without a box protector and he was fearless against authority too.
5,Thomas E. Knight, Thomas E. Knight Jr. (June 19 1898 – May 17 1937) was an American lawyer and politician who served as the 13th Lieutenant Governor of Alabama from 1935 to 1937 as well as the 19th Attorney General of Alabama from 1931 to 1935. He was a native of Greensboro Alabama.Knight was the prosecutor in the Scottsboro trials in the 1930s. He represented Victoria Price and Ruby Bates who were wrongly accusing nine black boys of rape.
2,Marian High School (Nebraska), Marian High School is a private Catholic college preparatory school for young women located in Omaha Nebraska. It is located in the Roman Catholic Archdiocese of Omaha. Marian was founded in 1955 by the Servants of Mary. Its 23-acre (93000 m2) campus is located in the north central portion of Omaha near the junction of Military and 72nd Street.Marian has won the U.S. Department of Education Blue Ribbon Award for Academic Excellence twice.
10,Rhizotrogus aestivus, Rhizotrogus aestivus is a species of brown coloured beetle in the Melolonthinae subfamily that can be found in Austria France and Spain. It is also occurs in Czech Republic and Slovakia.
7,Philip Erpff House, Philip Erpff House is a historic home located at Schaefferstown in Heidelberg Township Lebanon County Pennsylvania. It was built about 1750 and is a 2 1/2-story limestone residence with a gable roof. It is five bays wide and measures 36 feet 7 inches by 26 feet 6 inches. It features large limestone quoins and a limestone chimney and is in the vernacular Germanic tradition.
3,Sergio Vallín, Sergio Vallín Loera (born May 26 1973) is the lead guitarist of the Mexican band Maná. Vallín was born in Mexico City where he lived for the first ten years of his life until he moved with his family to Aguascalientes capital of the state of the same name. Thus he has nicknamed himself Hidrocálido after one of the demonyms for his adopted city.
12,More Deep Cuts, More Deep Cuts is the second album from American indie rock band Thee More Shallows. It was originally released on Monotreme Records in 2004. It was re-released on Turn Records in 2005.Later printings were released with an alternative cover.
2,John Wood Community College, John Wood Community College (JWCC) located in Quincy Illinois is one of 48 two-year open-admission colleges of the Illinois Community College System (ICCS) organized under the Illinois Public Community College Act.
3,Scott Fields, Scott Fields (born September 30 1956 in Chicago Illinois) is a guitarist composer and band leader. He is best known for his attempts to blend music that is composed and music that is written and for his modular pieces (see 48 Motives 96 Gestures and OZZO). He works primarily in avant-garde jazz experimental music and New Music.
13,I Met the Walrus, I Met the Walrus is an animated film directed by Josh Raskin (known for his musical project Kids & Explosions) and produced by Jerry Levitan. The film stars Levitan and John Lennon. The film's pen illustration is by James Braithwaite and computer illustration is by Alex Kurina.The film is based on an interview of John Lennon by Jerry Levitan in 1969.
2,Saint Patrick School (Pelham New Hampshire), Saint Patrick School is a private Roman Catholic elementary and middle school in Pelham New Hampshire.
5,Javier Maroto, Javier Ignacio Maroto Aranzabal (known as Javier Maroto) was born in Vitoria Basque Country on the 6th of January of 1972. He is a Popular Party's politician in the Basque Country (Spain). He has a degree in Economics and Business from the University of Deusto and a Master's degree in Public Administration and Management from IESE Business School. He is the Mayor of Vitoria which is the capital city of Alava.
11,Nikitinia, Nikitinia is a genus of flowering plants in the daisy family.
4,Dennis Gratton, Dennis Gratton (born 21 April 1934) is an English former footballer who made 51 appearances in the Football League playing for Sheffield United and Lincoln City. He played as a centre half. He also played non-league football for Worksop Town and briefly for Boston United.
9,Chavelkan-e Hajji, Chavelkan-e Hajji (Persian: چاولكان حاجي‎ also Romanized as Chāvelkān-e Ḩājjī Chāvlakān-e Ḩājjī Chavlakan Haji and Chāvalkān-e Ḩājjī; also known as Chābalkan Ḩājjī Chābolakān Hajī Chābolkān-e Ḩājī Chābolkān Ḩājjī Chāvolkān and Chawalakān) is a village in Kalatrazan Rural District Kalatrazan District Sanandaj County Kurdistan Province Iran. At the 2006 census its population was 373 in 77 families.
4,Alonzo Jackson, Alonzo Jackson (born September 15 1980) is an American football defensive end in the National Football League who is currently a free agent. He previously played for the Pittsburgh Steelers New York Giants and the Philadelphia Eagles.
5,Yōichi Masuzoe, Yōichi Masuzoe (舛添 要一 Masuzoe Yōichi born 29 November 1948) is a Japanese politician who served as a member of the House of Councillors and as Minister of Health Labour and Welfare. He was elected Governor of Tokyo on 9 February 2014. Prior to entering politics he became well-known in Japan as a television commentator on political issues.
4,Fran Miranda, Francisco Javier 'Fran' Miranda Mera (born 27 March 1988 in Badajoz Extremadura) is a Spanish footballer who plays for UD Melilla as a midfielder.
5,Lorena Gonzalez, Lorena Gonzalez is an American politician currently serving in the California State Assembly. She is a Democrat representing the 80th district encompassing southern San Diego. Prior to being elected to the state assembly she was the secretary-treasurer and CEO of the San Diego-Imperial Counties Labor Council AFL-CIO.Gonzalez was previously a candidate in the 2005 special election for District 2 of the San Diego City Council.
7,Daventry Priory, Daventry Priory was a priory in Northamptonshire England.
7,St. John the Baptist's Church Leenside Nottingham, The church of St. John the Baptist Leenside Nottingham was opened in 1844 as a parish church in the Church of England. It was destroyed in 1941.
4,Daisuke Nakajima, Daisuke Nakajima (中島 大祐 Nakajima Daisuke) (born January 29 1989 in Okazaki Aichi) is a Japanese racing driver; the son of Satoru Nakajima and the younger brother of Kazuki Nakajima both of whom have driven in Formula One.
8,Baton River, The Baton River is a river in the Tasman District of the South Island of New Zealand. It rises near the Baton Saddle in the Arthur Range and flows ESE then northeast before feeding into the Motueka River 2 km south of Woodstock. A tramping track follows the upper part of the river valley leading to the Karamea-Leslie track and Kahurangi National Park.
4,Ian Tetley, Ian Tetley (born August 14 1962) is a Canadian curler from Oakville Ontario. He is a three-time Brier and World Champion.
5,Francisco Aguilar Barquero, Francisco Ramón de Jesús Aguilar Barquero (1857-1924) served as President of Costa Rica for eight months between 1919 and 1920.His main achievement was successfully steering the country back to democratic normalcy after his predecessor's military dictatorship.He was succeeded by Julio Acosta García.
3,Jill Tracy, Jill Tracy is a singer pianist writer composer performance artist and musical evocateur based in San Francisco.Known for her dark evocative cinematic style Jill Tracy states that some of her biggest childhood influences were film score composers such as Bernard Herrmann and classic suspense tales including Alfred Hitchcock and Fritz Lang films Ray Bradbury stories and Rod Serling's The Twilight Zone.
9,Al-e Yusefi-ye Olya, Al-e Yusefi-ye Olya (Persian: ال يوسفي عليا‎ also Romanized as Āl-e Yūsefī-ye ‘Olyā and Āl-e Yūsofī-ye ‘Olyā; also known as Āl-e Sefī-ye Bālā Āl-e Yūsefī-ye Bālā Āl-e Yūsofī and Āl-e Yūsofī-ye Bālā) is a village in Zirrah Rural District Sadabad District Dashtestan County Bushehr Province Iran. At the 2006 census its population was 222 in 53 families.
9,Harkaleh, Harkaleh (Persian: هاركله‎ also Romanized as Hārkaleh) is a village in Sadat Rural District in the Central District of Lali County Khuzestan Province Iran. At the 2006 census its population was 31 in 6 families.
13,Where There's Life, Where There's Life is a 1947 comedy film. The film's title derives from a line in Don Quixote (Where there's life there's hope a play on the name of its star Bob Hope).
12,Dream.ZONE.Achieve, Dream.ZONE.Achieve is the third studio album by American rapper Smoke DZA. The album was released on April 1 2014 by DZA's R.F.C. Music Group record label. The album features guest appearances from Cam'ron NymLo Joey Badass Ab-Soul Kobe CJ Fly Wiz Khalifa Currensy Ty Dolla Sign Bluntsmoker J. Ivy and BJ the Chicago Kid.
3,Racey Helps, Angus Clifford Racey Helps (1913–1970) was an English children's author and illustrator. His books were written in a simple style and feature woodland creatures and birds with illustrations by the author. He is known also for illustrating postcards greeting cards jigsaw puzzles playing cards and wrapping paper.
5,Peter Wambach, Peter C. Wambach Jr. is a former Democratic member of the Pennsylvania House of Representatives.
7,St. Joseph's Church Semarang, St. Joseph's Church (Indonesian: Gereja Santo Yosef) is a catholic church in Semarang. It is the first Roman Catholic church building in Semarang. It is located at the east side of Jalan Ronggowarsito no. 9-11.
2,Westside High School (Johnson County Arkansas), Westside High School is a comprehensive public high school based in Coal Hill Arkansas United States. The school serves the westside communities of Johnson County Arkansas including Coal Hill and Hartman for students in grades 7 through 12. It is the sole high school of Westside School District and is commonly referred to as Johnson County Westside or Westside – Johnson County to distinguish itself from the Jonesboro Westside High School.
13,The Whip Hand, The Whip Hand is a 1951 American film directed by William Cameron Menzies. It stars Carla Balenda and Elliott Reid.
3,Dechen Pem, Dechen Pem started singing in 1994 and had an album produced through Norling Drayang.She won numerous awards including the award for Best Playback Singer (Female) at the 8th National Film Awards as well as the award for Best Playback Singer (Female) at the 1st Viewers Choice Awards’
14,Distant Replay, Distant Replay is a magic realism/slipstream short story published in 2007 by Mike Resnick. It was nominated for the 2008 Hugo Award for Best Short Story.
11,Huodendron, Huodendron is a genus of four species of flowering plants in the family Styracaceae native to eastern Asia from southern China south to Thailand and Vietnam.The species are small to medium-sized deciduous trees growing to 12–25 m tall.Species Huodendron biaristatum (W.W.Smith) Rehder Huodendron parviflorum H.L.Li Huodendron tibeticum (J. Anthony) Rehder Huodendron tomentosum Y.C.Tang ex S.M.Hwang↑ 1.0 1.1 ↑
11,Goldenseal, Goldenseal (Hydrastis canadensis) also called orangeroot or yellow puccoon is a perennial herb in the buttercup family Ranunculaceae native to southeastern Canada and the northeastern United States. It may be distinguished by its thick yellow knotted rootstock. The stem is purplish and hairy above ground and yellow below ground where it connects to the yellow rhizome.
3,Una Healy, Una Theresa Imogene Foden (née Healy; born 10 October 1981) is an Irish singer-songwriter and musician best known for being a member of girl group The Saturdays.
8,Crasnița River, The Crasnița River is a tributary of the Bistriţa River in Romania.
2,University of California Berkeley School of Social Welfare, The School of Social Welfare of the University of California Berkeley is located in Haviland Hall on the UC Berkeley campus. Its focus is preparing social work professionals for the public and nonprofit sectors. It offers an Undergraduate Group Major in Social Welfare along with the College of Letters and Science the M.S.W. and the Ph.D. The school has its own library founded in 1957 which contains approximately 34400 volumes and 200 active serial titles.
1,PerceptIS, Perceptis is a privately held company headquartered in Greenville South Carolina that provides help desk call center and customer support services for information technology financial aid human resources recruitment admissions enrollment retention switchboard and facilities management to educational institutions. The company was founded by CEO Bill Bradfield and maintains operations centers in Greenville South Carolina Cleveland Ohio and Phoenix Arizona.
3,Ewn Garabandal, Ewn Garabandal (born May 29 1978) is a Lombard novelist best known for his novel Feha Gìbuss e il Libro della Profezia (Feha Gìbuss and the Book of Prophecy) a fantasy book about angels and demons originally published in hardcover in 2007 (Mursia Milan).
3,Hugh MacDonald (poet), Hugh MacDonald (born 1945) is an award-winning Canadian poet and children's writer and editor who lives in Montague Prince Edward Island. Among his many awards are the L.M. Montgomery Children's Literature Award 1990 and the 2004 Award for Distinguished Contribution to the Literary Arts on Prince Edward Island. He was appointed Poet Laureate for Prince Edward Island effective January 1 2010 by the provincial legislature for a period of three years.
4,Lauri Mononen, Lauri Mononen (born March 22 1950 in Joensuu Finland) is a retired professional ice hockey winger.
1,Outset Media, Outset Media Corporation is a Canadian company which develops and distributes family entertainment products specializing in board games party games card games and jigsaw puzzles. In addition to developing its own games Outset Media also distributes games and puzzles in Canada for United States-based companies.
4,Ryan Bowen (baseball), Ryan Eugene Bowen (born February 10 1968) is a former professional baseball pitcher. Bowen pitched all or part of five seasons in Major League Baseball from 1991 until 1995 for the Houston Astros and Florida Marlins.Bowen was originally drafted by the Astros in the first round of the 1986 Major League Baseball Draft. He spent the next four seasons working his way up through their farm system before making his major league debut in 1991.
10,Phaedinus carbonelli, Phaedinus carbonelli is a species of beetle in the Cerambycidae family. It was described by Monné in 1999.
2,Waynflete School, Waynflete School is a private coeducational college preparatory day school established in 1898 for early childhood education (from age 3) to twelfth grade in Portland Maine. Waynflete is often considered to be the most elite school in Maine.
13,Vedi (film), Vedi (Tamil: வெடி; English: Firecracker) is a Tamil action film directed by Prabhu Deva featuring Vishal and Sameera Reddy in the lead roles. A remake of the successful 2008 Telugu film Souryam the film was released on 30 September 2011 across 250 screens in Tamil Nadu 62 screens in Kerala and 28 screens in Karnataka Vedi received mixed reviews. It has been dubbed in Hindi as Fighter Mard No.1.
7,Keith House-Washington's Headquarters, The Keith House also known as Washington's Headquarters or Headquarters Farm is a historic house in Upper Makefield Township Bucks County in the U.S. state of Pennsylvania. It served as the headquarters for George Washington during the American Revolutionary War and was listed on the National Register of Historic Places in 1978.
5,Nannette Jolivette Brown, Nannette Jolivette (born 1963) is a United States district judge on the United States District Court for the Eastern District of Louisiana. She previously had served in the role of city attorney for the city of New Orleans from the time that Mayor Mitch Landrieu hired her in May 2010 until becoming a federal judge in 2011.
3,Eduardo Araújo, Eduardo Araújo (born Eduardo Oliveira Araújo; July 23 1942 in Joaíma) is a Brazilian rock singer. Once part of the Jovem Guarda movement he is now linked to the country music scene. He is famous for his Jovem Guarda hit O Bom.
2,Aix-Marseille University, Aix-Marseille University (AMU) (French: Aix-Marseille Université) is a public research university located in Provence southern France. With roots dating back to 1409 the University was formed by the merger of the University of Provence University of the Mediterranean and Paul Cézanne University. The merger became effective on 1 January 2012 resulting in the creation of the largest university in France and the French-speaking world with about 70000 students.
8,Pico Almanzor, Pico Almanzor is the highest mountain in central Spain. Situated in the Sierra de Gredos in the province of Ávila Almanzor is 2592 metres (8504 ft) high. It is made of granite. The mountain is also known as Pico de Almanzor and Moro Almanzor.
2,Pilot Rock High School, Pilot Rock High School is a public high school located in Pilot Rock Oregon. There are five buildings constructed between 1919 and 1955.
5,Francis Tenaglio, Francis X. Tenaglio (born January 8 1949) is a former Democratic member of the Pennsylvania House of Representatives. Tenaglio served from 1977 through 1978 representing the 159th District. In 2012 Tenaglio ran for US Congress in the Democratic Primary of New Jersey's 1st congressional district against incumbent Rob Andrews.
11,Douglas fir, Douglas fir with the scientific name Pseudotsuga menziesii also known as Oregon pine or Douglas spruce is an evergreen conifer species native to western North America. The common name is misleading since it is not a true fir i.e. not a member of the genus Abies. The common name comes from Robert Douglas a horticulturalist who first identified the commercial potential of the species.
11,Dictamnus, Dictamnus is a genus of flowering plant in the family Rutaceae with a single species Dictamnus albus which has several geographical variants. It is known variously as burning bush false dittany white dittany gas plant and Fraxinella. It is an herbaceous perennial native to warm open woodland habitats in southern Europe north Africa and much of Asia.
7,Magnolia Hotel (Houston), The Magnolia Hotel is a hotel located at 1100 Texas Avenue in downtown Houston Texas. It was the tallest building in Houston from 1926 to 1927. The building once served as headquarters for the Shell Oil Company and later home to The Houston Post-Dispatch.
11,Piper brachystylum, Piper brachystylum is a species of plant in the Piperaceae family. It is endemic to Ecuador.
4,George Walton (cricketer), George Walton (3 December 1863 – 30 June 1921) was an English cricketer. Walton was a right-handed batsman who bowled right-arm fast-medium. He was born at Belgrave Leicestershire. Walton made his first-class debut for Leicestershire against the Marylebone Cricket Club in 1894 at Lord's. He made seven further first-class appearances for Leicestershire in 1894 with his final first-class appearance coming against Nottinghamshire in the 1895 County Championship.
10,Cinochira, Cinochira is a genus of flies in the family Tachinidae.
6,USS Rampart (AM-282), USS Rampart (AM-282) was an Admirable-class minesweeper built for the United States Navy during World War II and in commission from 1944 to 1945. In 1945 she was transferred to the Soviet Union and after that served in the Soviet Navy as T-282. She was converted to a naval trawler in 1948[citation needed] and renamed Shkval.[citation needed]
2,Universidade Federal de Juiz de Fora, The Federal University of Juiz de Fora (UFJF) is a university in Brazil. Throughout its over 50 years of existence the university has undergone significant growth strengthening the quality of undergraduate and graduate education while maintaining its role as an agent of community development.
5,Fred Korth, Frederick Herman Korth (September 9 1909 – September 14 1998) served as Secretary of the Navy during 1962-63; he was also Assistant Secretary of the Army in 1952-53. Appointed as Navy Secretary by President John F. Kennedy on 4 January 1962 he resigned October 1963. Various sources cite reasons for Secretary Korth’s departure. He was president of the Continental National Bank of Fort Worth Texas.
12,Greatest Hits (1998 Heart album), Heart - Greatest Hits is a compilation album by the American rock band Heart. It is the sixteenth of Heart's album releases.This compilation collects Heart's hits from 1976 through 1983 with one all-new studio recording the Diane Warren penned Strong Strong Wind. The collection which was limited to release in the US and Japan acted as a 'first volume' of two greatest hits releases the companion being the widely released Greatest Hits: 1985-1995.
3,Diego Mazquiarán, Diego Mazquiarán (born February 19 1895 in Sestao Vizcaya Spain — died May 19 1940 in Lima Peru) often called simply Fortuna was a Spanish matador.
10,Euagra cerymica, Euagra cerymica is a moth of the Arctiidae family. It was described by Druce in 1893. It is found in Panama.
13,Vaya con Dios (film), Vaya con Dios is a 2002 German comedy film directed by Zoltan Spirandelli.
6,USS Aries (PHM-5), USS Aries (PHM-5) was the fifth ship of her class of hydrofoils operated by the United States Navy. Pegasus class vessels were designed for high speed and mobility and carried a powerful (for their size) armament. Aries was named for the constellation.Aries was laid down on 7 January 1980 at Renton Seattle Washington by Boeing Integrated Defense Systems launched on 5 November 1981 sponsored by Mrs. Earl B. Fowler the wife of Vice Admiral Earl B.
2,Springfield Central High School, Springfield Central High School (SCHS) is a public high school located in Springfield Massachusetts. The high school is for students in grades 9–12. With an enrollment of over 2000 students Springfield Central High School describes itself as the largest high school in Western Massachusetts.
6,Italian battleship Lepanto, Lepanto was an Italian battleship launched in 1883 the second and last ship of the Italia class. She served in the Regia Marina (Italian Royal Navy) during the late 19th and early 20th centuries. She and her sister ship Italia were the largest and fastest warships in the world for several years after they entered service and in many ways were the forerunners of the battlecruisers that appeared in the early 20th century.
4,Caleb Norkus, Joshua Caleb Norkus (born March 14 1979 in Raleigh North Carolina) is an American soccer player who currently plays for Puerto Rico Islanders in the North American Soccer League. He played professionally in Germany Chile Puerto Rico and the United States.
5,Prem Das Rai, Prem Das Rai (born July 31 1954) is an Indian politician from the Sikkim Democratic Front (SDF) party. In the 2009 election he was elected to the Lok Sabha from the Sikkim constituency of Sikkim India. He has the distinction of being the first member of parliament with both Indian Institutes of Technology and Indian Institutes of Management degrees. He is also a former Eisenhower Fellow (2000) from India.
10,Australian land hermit crab, The Australian land hermit crab (Coenobita variabilis) is a terrestrial hermit crab species native to Australia. It is a nocturnal omnivorous crustacean. They are gregarious and thrive in tropical areas near water.
12,Romance Revisited: The Love Songs of Jose Mari Chan, Romance Revisited: The Love Songs of Jose Mari Chan is the fourth studio album by Filipino singer Christian Bautista released in the Philippines on August 20 2009 by Universal Records. The album consists of nineteen Jose Mari Chan-originals including duets with Sarah Geronimo Regine Velasquez Lani Misalucha and Chan himself. It includes a limited edition 2010 photo calendar of Bautista.
6,USS Corry (DD-463), USS Corry (DD-463) a Gleaves-class destroyer (also known as Bristol-class) was the second ship of the United States Navy to be named for Lieutenant Commander William M. Corry Jr. an officer in the Navy during World War I and a recipient of the Medal of Honor.Corry was launched 28 July 1941 by Charleston Navy Yard sponsored by Miss Jean Constance Corry; commissioned 18 December 1941 Lieutenant Commander E. C. Burchett in command; and reported to the U.S. Atlantic Fleet.
7,Brand Building, The Hyman–Brand Building often referred to as just the Brand Building is located at the corner of South Galena Street and East Hopkins Avenue in Aspen Colorado United States. It is a two-story stone building erected in the late 19th century. At different stages in the city's history it was owned by an entrepreneur who used the building in a way that redefined the city for that time.
13,Marrying God, Marrying God is a 2006 drama short film directed by Duke Johnson and written by Sage Wells for the American Film Institute. The entire short was shot in Los Angeles California. It premiered at the Rhode Island International Film Festival on August 7 2007.
7,James Sheeley House, The James Sheeley House is an Italianate building in Chippewa Falls Wisconsin United States. Originally used as a boarding house it is currently a restaurant.
12,Paint and Paint, Paint and Paint is the second album by the British band Haircut One Hundred released in 1984. Their first and only album released after lead singer Nick Heyward's departure from the group in early 1983 it features Mark Fox as lead vocalist.Unlike the band's first album Paint and Paint was not a commercial success and failed to chart and none of the singles released from it reached the UK Top 40.
13,Paruva Ragam, Paruva Ragam (Tamil: பருவ ராகம்) (English: The Melody of Age) is a Tamil film directed by Ravichandran. It was simultaneously produced in Kannada and Tamil. The music for it was composed by Hamsalekha. The movie was originally released as Premaloka in Kannada.
2,Zabol Medical Science University, Zabol University of Medical Science was established in 1960-61 (Anno Hegirae 1380-81). It is a public university under the general administration of Iran’s Health and Medical Educations Ministry. It is coeducational. Its general programs include Medicine and Health and Science and Technology. Additional programs include Department of Pharmacology and Toxicology and the College of Emergency Medicine.There are slightly over 2000 undergraduates (circa 2012 A.H. 1433).
5,Dan Kotowski, Dan Kotowski is the Illinois State Senator from the 28th district. The 28th district includes all or parts of Arlington Heights Bartlett Bloomingdale Des Plaines Elk Grove Village Hanover Park Hoffman Estates Park Ridge Roselle and Schaumburg.He previously represented the 33rd district from 2007-2013 before the 2011 redistricting.
2,Pioneer Junior High School, Pioneer Junior High School is a junior high school in Upland California. It serves seventh and eighth graders in the northern part of Upland.
7,Komi (restaurant), Komi is a Washington D.C. restaurant operated by Chef Johnny Monis. It is located at 1509 17th St. NW near Dupont Circle and serves Italian- and Greek-influenced dishes. In April 2007 Food & Wine magazine named Johnny Monis one of the F&W 2007 Best New Chefs [1].
3,William Corbin (author), William Corbin (McGraw) was the author of various books [See list below] for adults and children.He started his writing career as a newspaperman and later he became married to Eloise Jarvis McGraw also an author.Corbin became more serious about writing fiction and moved into a house with a 23-acre filbert orchard so he could relax and write his books.Some of his works got awards. William Corbin had two children Lauren and Peter McGraw.
2,Punjab University College of Information Technology, Punjab University College of Information Technology (PUCIT) is a college of computer science and information technology at the University of the Punjab located in Lahore Pakistan. The college is located on the university's Allama Iqbal Campus (Old Campus) in Bahawalpur house near old Anarkali.
8,Indian River (Rice Lake), The Indian River is river in Peterborough County in Central Ontario Canada. It is in the Great Lakes Basin and is a tributary of Rice Lake.
3,Joan Didion, Joan Didion (born December 5 1934) is an American author best known for her novels and her literary journalism. Her novels and essays explore the disintegration of American morals and cultural chaos where the overriding theme is individual and social fragmentation. A sense of anxiety or dread permeates much of her work.
9,Dash Bolagh Germi, Dash Bolagh (Persian: داش بلاغ‎ also Romanized as Dāsh Bolāgh) is a village in Ojarud-e Gharbi Rural District in the Central District of Germi County Ardabil Province Iran. At the 2006 census its population was 49 in 12 families.
1,Vidoosh, Vidoosh TV is an Iranian Video Sharing based in Brussels Belgium Founded in November 2007 Vidoosh TV is the first Iranian video sharing website which is specialized in Iranian & Central Asian Cultures.In November 2007 Aria Rouhani (Azarmanesh) (آریا روحانی) decided to create an Iranian portal to collect & present another image of Iranian culture & people.In October 2009 Vidoosh TV is purchased by Leadchannel TV the London based TV and video Production Company for an undisclosed amount.Vidoosh TV supports multiple file types such as video and audio. 
2,Universidade Federal de Sergipe, The Federal University of Sergipe (UFS in Portuguese: Universidade Federal de Sergipe) is a Brazilian public institution based in Sergipe with campi sprawling through the cities of São Cristóvão (headquarters) Aracaju Itabaiana Laranjeiras and Lagarto. Founded in 1967 by the junction of the State's existing colleges it became its second university (the first being the University of Tiradentes a private institution founded in 1962) and its first and so far only public one.
8,Mathesberg, Mathesberg is a mountain of Hesse Germany.
9,Harkema, Harkema (West Frisian: De Harkema) is a village in the municipality of Achtkarspelen Friesland province the Netherlands.Harkema is in the eastern part of Friesland 9 km north of Drachten. As of 18 December 2008 the village had a population of 4228.Harkema is home to the amateur football club the Harkemase Boys. Cyclist Pieter Weening who was the first Frisian to win a stage in the Tour de France is from Harkema.
7,High Museum of Art, The High Museum of Art (colloquially the High) located in Atlanta is the leading art museum in the Southeastern United States. Located on Peachtree Street in Midtown the city's arts district the High is a division of the Woodruff Arts Center. In 2010 it had 509000 visitors 95th among world art museums.
2,Saint Mark's School, Saint Mark's is a coeducational independent kindergarten-eighth grade school in San Rafael California in Marin County. The school was established by an Episcopal parish in 1980. Within a few years it moved away from the Episcopal Church and is now an independent school with no religious affiliation. Joe Harvey has been head of school since 2011 succeeding Damon Kerby who had served as head since 1987.
13,Die Hard, Die Hard is a 1988 American action film directed by John McTiernan and written by Steven E. de Souza and Jeb Stuart based on the 1979 novel Nothing Lasts Forever by Roderick Thorp.
4,Muhammad Naqi Mallick, Muhammad Naqi Mallick (born 12 July 1928) is a Pakistani cyclist. He competed at the 1948 1952 and 1956 Summer Olympics.
